City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
94,Great Falls,US,59.59,clear sky,47.5002,-111.3008,La Quinta Inn & Suites by Wyndham Great Falls
95,Taquaritinga,BR,66.63,overcast clouds,-21.4061,-48.5047,Hotel Central
97,Bredasdorp,ZA,57.27,overcast clouds,-34.5322,20.0403,Bredasdorp Country Manor
98,Itaituba,BR,85.19,overcast clouds,-4.2761,-55.9836,Hotel Campos
99,Novo Cruzeiro,BR,63.45,overcast clouds,-17.4681,-41.8753,Hotel Nossa Senhora das Graças
100,Guerrero Negro,MX,75.07,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
105,Chuy,UY,60.6,overcast clouds,-33.6971,-53.4616,Nuevo Hotel Plaza
106,Hermanus,ZA,63.9,overcast clouds,-34.4187,19.2345,Misty Waves Boutique Hotel
107,Bengkulu,ID,76.06,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
110,Stavern,NO,50.74,scattered clouds,59.0,10.0333,Hotel Wassilioff
111,Waverly,US,73.33,clear sky,42.7392,-84.6208,"Crowne Plaza Lansing West, an IHG Hotel"
112,Bac Lieu,VN,80.24,light rain,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
113,Nueva Concepcion,GT,85.17,overcast clouds,14.2,-91.3,Hotel Villa Las Flores
114,Humaita,BR,81.82,scattered clouds,-7.5061,-63.0208,Corrêa Hotel
115,Nabire,ID,83.75,overcast clouds,-3.3667,135.4833,Hotel Nusantara Nabire
116,Yulara,AU,62.44,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
118,Lagoa,PT,70.39,overcast clouds,39.05,-27.9833,Casa Das Faias
120,Kapaa,US,84.18,light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
121,Rawson,AR,61.97,few clouds,-43.3002,-65.1023,Hosteria Sampedro
123,Victoria,HK,83.32,overcast clouds,22.2855,114.1577,Mini Hotel Central
124,Kearney,US,64.96,clear sky,40.6995,-99.0815,"Holiday Inn Kearney, an IHG Hotel"
125,Saldanha,ZA,61.7,overcast clouds,-33.0117,17.9442,Blue Bay Lodge
126,West Wendover,US,60.01,clear sky,40.7391,-114.0733,"Motel 6 Wendover, UT"
127,Lazaro Cardenas,MX,81.27,broken clouds,17.9583,-102.2,quinta antigua
128,Miandrivazo,MG,76.37,scattered clouds,-19.5167,45.4667,Hôtel Arc En Ciel Miandrivazo
129,Katsuura,JP,80.19,scattered clouds,35.1333,140.3,Katsuura Hotel Mikazuki
130,Ancud,CL,50.43,overcast clouds,-41.8697,-73.8203,Hotel Arena Gruesa
132,Najran,SA,70.18,scattered clouds,17.4924,44.1277,محمد هادي ال فطيح
134,Sabinas,MX,93.52,clear sky,27.85,-101.1167,Hotel San Jose
135,Sao Filipe,CV,80.28,clear sky,14.8961,-24.4956,Hotel Xaguate
136,Areosa,PT,69.24,broken clouds,41.7178,-8.8571,Hotel Flôr de Sal
138,Sayyan,YE,59.34,broken clouds,15.1718,44.3244,متنزه و بحيرة سيان
139,Georgetown,MY,79.9,light rain,5.4112,100.3354,Cititel Penang
140,Tubuala,PA,80.33,overcast clouds,9.5167,-79.0333,Río Nabagana
142,Hasaki,JP,77.29,scattered clouds,35.7333,140.8333,Hotel Sunrise Choshi
143,Lebu,CL,50.52,clear sky,-37.6167,-73.65,Hostal Las Lilas
